"","GEO_ID","GEO_ID2","NAME","cogni2012","cogni2013","cogni2014","cogni2015","cogni2016","cogni2017","cogni2018","POP.2010","POP.2011","POP.2012","POP.2013","POP.2014","POP.2015","POP.2016","POP.2017","POP.2018","POP.2019"
"30","72057","0500000US72057","Guayama Municipio, Puerto Rico",3601,0.090571454611739,0.0887892583947679,0.0876152060223728,0.0969594433589096,0.0966705607476635,0.0879747479890032,"45269","44427","44249","43888","43271","42641","41966","41088","39284","39465"
"31","72059","0500000US72059","Guayanilla Municipio, Puerto Rico",1617,0.0682239344582073,0.0710690256665836,0.0661697130603492,0.0645566309181271,0.0622807490960117,0.0607394863110358,"21517","21179","20828","20506","20065","19586","19115","18529","17715","17623"
"32","72061","0500000US72061","Guaynabo Municipio, Puerto Rico",5587,0.0601663497593983,0.0702957658105974,0.08036834114463,0.0835622120332276,0.0912671527817649,0.111715905699791,"97803","96633","95317","94139","92438","90894","89203","87085","83775","83728"
"33","72063","0500000US72063","Gurabo Municipio, Puerto Rico",2863,0.0798694789822773,0.0933554393572248,0.104233768435328,0.108160800186484,0.111867435281104,0.112772977901272,"45574","46056","46466","46889","47046","47192","47189","47011","46066","47093"
"34","72065","0500000US72065","Hatillo Municipio, Puerto Rico",2344,0.0474456052909039,0.0396175852828275,0.0390189249092725,0.04333809125363,0.0487018666133587,0.0523685634064038,"41980","41907","41785","41732","41421","41057","40634","40019","38821","39218"
"35","72067","0500000US72067","Hormigueros Municipio, Puerto Rico",1006,0.0728155339805825,0.0906423995689397,0.0954402134368179,0.123924268502582,0.130132699048573,0.117011642949547,"17256","17165","17034","16892","16703","16492","16268","15976","15460","15518"
"36","72069","0500000US72069","Humacao Municipio, Puerto Rico",3907,0.052303772383042,0.0495296567571449,0.0489460717218724,0.0509032114183764,0.0507295941632467,0.0529755558188208,"58364","57774","57112","56516","55704","54795","53808","52632","50646","50653"
"37","72071","0500000US72071","Isabela Municipio, Puerto Rico",6410,0.139696146854873,0.131534684971361,0.136156081361561,0.129242942085304,0.130063200229819,0.132541791897464,"45656","45324","44917","44561","43996","43362","42718","41772","40259","40423"
"38","72073","0500000US72073","Jayuya Municipio, Puerto Rico",2401,0.141339869281046,0.135596471039509,0.129880321757897,0.1238,0.0947548851559822,0.0847871347548281,"16630","16409","16148","15912","15642","15291","15000","14585","13929","13891"
"39","72075","0500000US72075","Juana Díaz Municipio, Puerto Rico",3732,0.0797308526377657,0.0881893967393536,0.0940865254431461,0.0975651033403144,0.100957485897076,0.094352756259122,"50719","50259","49777","49341","48702","48009","47271","46267","44535","44679"
"40","72077","0500000US72077","Juncos Municipio, Puerto Rico",3242,0.0826002683763232,0.0828743114672008,0.0878368169226895,0.0925024095774362,0.0912292427124569,0.0895831123369046,"40356","40302","40244","40242","39940","39710","39426","38902","37708","38155"
"41","72079","0500000US72079","Lajas Municipio, Puerto Rico",1993,0.0712239215528025,0.0775890365993763,0.0863216034143688,0.0922209888139356,0.095300603833027,0.113273611932154,"25696","25381","25105","24781","24372","23899","23422","22854","21991","22010"
"42","72081","0500000US72081","Lares Municipio, Puerto Rico",2574,0.10110019782737,0.103960748062291,0.113686977474353,0.118644705174489,0.105594405594406,0.0981577549936686,"30644","30019","29382","28813","28126","27391","26592","25740","24481","24276"
"43","72083","0500000US72083","Las Marías Municipio, Puerto Rico",418,0.0459991442019683,0.0523083671455203,0.045694991558807,0.0370284923289883,0.0405002977963073,0.0416353147730123,"9868","9680","9507","9348","9119","8885","8669","8395","7974","7927"
"44","72085","0500000US72085","Las Piedras Municipio, Puerto Rico",3485,0.0832752343326361,0.0970251834945665,0.0888332158981184,0.0853149058041462,0.0692985023010827,0.068128919192749,"38728","38785","38743","38727","38557","38319","38059","37591","36519","37007"
"45","72087","0500000US72087","Loíza Municipio, Puerto Rico",1715,0.0541733828579438,0.0650071633237822,0.0745188776259733,0.0802947146831065,0.085923288307466,0.0911191277208058,"30009","29516","29001","28538","27920","27228","26602","25837","24671","24553"
"46","72089","0500000US72089","Luquillo Municipio, Puerto Rico",1983,0.107066052227343,0.117747705708508,0.119805948112213,0.115551740786438,0.118352593241689,0.115727846302507,"20051","19903","19733","19530","19287","18964","18641","18259","17593","17665"
"47","72091","0500000US72091","Manatí Municipio, Puerto Rico",3900,0.0920420953056639,0.0935248331204665,0.0910364145658263,0.0967070970328789,0.0972696684046952,0.0965496935142804,"44040","43464","42854","42285","41497","40698","39904","38933","37359","37287"
"48","72093","0500000US72093","Maricao Municipio, Puerto Rico",310,0.0516277540282802,0.0514533912462412,0.0498893240252001,0.0412764481442941,0.0337477797513321,0.0510693215339233,"6277","6205","6128","6082","5986","5873","5766","5630","5424","5430"
"49","72095","0500000US72095","Maunabo Municipio, Puerto Rico",1431,0.11953377573592,0.107328482328482,0.0983736963054623,0.0951822446770119,0.0744582330061122,0.0654376990637969,"12235","12065","11906","11754","11544","11314","11084","10798","10361","10321"
"50","72097","0500000US72097","Mayagüez Municipio, Puerto Rico",7542,0.0879113001505412,0.0967465333921309,0.10573483450691,0.108870084875649,0.118533653527219,0.123109640831758,"88805","87070","85304","83698","81636","79671","77643","75371","71944","71530"
"51","72099","0500000US72099","Moca Municipio, Puerto Rico",3054,0.0890521826263457,0.100208768267223,0.101431221839385,0.105578334052654,0.0932028126292569,0.0806932966023875,"40093","39733","39326","38921","38320","37730","37072","36265","34848","34891"
"52","72101","0500000US72101","Morovis Municipio, Puerto Rico",5266,0.154936974789916,0.144640577815137,0.128758867474418,0.114689086294416,0.0844285530215178,0.0882499750424279,"32651","32586","32480","32368","32121","31858","31520","31044","30051","30335"
"53","72103","0500000US72103","Naguabo Municipio, Puerto Rico",1639,0.0587666443502194,0.0496377082243968,0.0506310096153846,0.0502721499848806,0.0465623445690018,0.0438993661167763,"26763","26826","26856","26886","26774","26624","26456","26137","25399","25761"
"54","72105","0500000US72105","Naranjito Municipio, Puerto Rico",3762,0.120405151596458,0.111193979252831,0.11913097199341,0.110031686340054,0.109955634427684,0.125827814569536,"30373","30182","30007","29816","29498","29136","28719","28175","27180","27349"
"55","72107","0500000US72107","Orocovis Municipio, Puerto Rico",4099,0.193307729660531,0.197543592272177,0.219096256440655,0.206603510727222,0.19608029683189,0.180162344090279,"23415","23150","22880","22653","22309","21931","21534","21022","20204","20220"
"56","72109","0500000US72109","Patillas Municipio, Puerto Rico",2690,0.134990253411306,0.133906430815011,0.105769230769231,0.0838550341737982,0.0649136253758623,0.0603342344556402,"19214","18950","18694","18468","18147","17784","17411","16961","16276","16211"
"57","72111","0500000US72111","Peñuelas Municipio, Puerto Rico",2289,0.0879091984749551,0.0824585015702109,0.0725791605301915,0.0647727272727273,0.0575444439002889,0.0661889788133409,"24221","23769","23277","22819","22290","21728","21120","20419","19399","19249"
"58","72113","0500000US72113","Ponce Municipio, Puerto Rico",15248,0.0901557584592956,0.0833180831873677,0.076651077905783,0.0715254612648276,0.0691839185634222,0.0728737636412831,"165733","162621","159317","156396","153004","149039","144494","139888","133052","131881"
"59","72115","0500000US72115","Quebradillas Municipio, Puerto Rico",3700,0.135353215726604,0.130985802518649,0.111070425973392,0.111984445455674,0.109330740286644,0.0952506133894147,"25888","25685","25480","25282","24934","24579","24173","23653","22824","22918"
"60","72117","0500000US72117","Rincón Municipio, Puerto Rico",2088,0.142616998386229,0.147579933473627,0.147545485753519,0.148398328690808,0.136934762547029,0.120105781238522,"15206","15100","14981","14872","14731","14565","14360","14087","13613","13656"
"61","72119","0500000US72119","Río Grande Municipio, Puerto Rico",6408,0.115540388509713,0.117060926447098,0.12241389302065,0.111154853059859,0.111180512179888,0.119442296034616,"54278","53864","53678","53332","52588","51767","50803","49631","47839","48025"
"62","72121","0500000US72121","Sabana Grande Municipio, Puerto Rico",1999,0.0892550494725652,0.105357142857143,0.110146155475535,0.107341706590703,0.125342890009734,0.117758128396426,"25326","25031","24703","24458","24080","23605","23169","22602","21714","21712"
"63","72123","0500000US72123","Salinas Municipio, Puerto Rico",1910,0.0527310088824075,0.0483637708942925,0.0461638269539386,0.0549576447715595,0.0614774417451661,0.0695536604275113,"31037","30755","30405","30172","29733","29287","28804","28238","27087","27128"
"64","72125","0500000US72125","San Germán Municipio, Puerto Rico",1807,0.050408360410995,0.0463806970509383,0.0442542342014205,0.0454334580768874,0.0498013665978071,0.0547637157313403,"35624","35190","34718","34161","33570","32946","32333","31465","30239","30227"
"65","72127","0500000US72127","San Juan Municipio, Puerto Rico",33018,0.0901244808822385,0.0915159570086169,0.0927463923208676,0.09352557441404,0.0917626339103764,0.0921277836145915,"394296","386927","379547","372507","364166","355561","346440","336139","320761","318441"
"66","72129","0500000US72129","San Lorenzo Municipio, Puerto Rico",4502,0.109095919236454,0.122438081676245,0.11360293168856,0.109499199874079,0.102808250409034,0.093081550802139,"41010","40631","40254","39919","39326","38749","38119","37283","35904","35989"
"67","72131","0500000US72131","San Sebastián Municipio, Puerto Rico",4574,0.125741721039025,0.130052724077329,0.118978064780648,0.125225862204415,0.123168732023333,0.103480187329987,"42354","41773","41189","40615","39830","39024","38187","37201","35659","35528"
"68","72133","0500000US72133","Santa Isabel Municipio, Puerto Rico",1573,0.058744238629446,0.0647444068392598,0.0679697912039094,0.065976597659766,0.0685050931449023,0.0658432304038005,"23277","23190","23084","22998","22751","22510","22220","21794","21050","21209"
"69","72135","0500000US72135","Toa Alta Municipio, Puerto Rico",7340,0.104950812660393,0.105947482004745,0.0982997955450339,0.0892001624035729,0.0851858949789191,0.0766110860748085,"74282","74532","74661","74816","74603","74344","73890","73052","71008","72025"
"70","72137","0500000US72137","Toa Baja Municipio, Puerto Rico",9426,0.118932067219422,0.122082692330626,0.126568081241542,0.120058346112129,0.114852297943844,0.101445388967847,"89474","88094","86743","85511","83853","82027","80211","77961","74582","74271"
"71","72139","0500000US72139","Trujillo Alto Municipio, Puerto Rico",5670,0.0804980173585115,0.0819433861089944,0.0833022093257103,0.0854155668954191,0.0882428143847669,0.0885422388223663,"74785","73915","73038","72126","70866","69614","68196","66487","63721","63674"
"72","72141","0500000US72141","Utuado Municipio, Puerto Rico",2532,0.0811616257688162,0.072340975972577,0.0714923448298667,0.0744255405680201,0.0746746468091029,0.0793760453785179,"33045","32563","32027","31542","30923","30241","29506","28738","27502","27395"
"73","72143","0500000US72143","Vega Alta Municipio, Puerto Rico",3469,0.0792766323894433,0.0684622868554458,0.0645603684728044,0.0637519412492432,0.059136302294197,0.0750097814543625,"39934","39798","39610","39482","39058","38646","37991","37050","35782","36061"
"74","72145","0500000US72145","Vega Baja Municipio, Puerto Rico",4997,0.0824702521774179,0.0858567802366737,0.0924003284371864,0.0982916332880004,0.0883061279100883,0.0938646880485081,"59562","58688","57857","57063","55942","54805","53677","52318","50136","50023"
"75","72147","0500000US72147","Vieques Municipio, Puerto Rico",432,0.0382394596361259,0.0484528135667878,0.0369213608477412,0.0449450922676327,0.0265405031156243,0.0162640516622818,"9314","9247","9227","9179","9081","8965","8833","8666","8362","8386"
"76","72149","0500000US72149","Villalba Municipio, Puerto Rico",2886,0.109638310769852,0.104922493403694,0.110514749387203,0.107531072712312,0.106538393016212,0.111774584810599,"26001","25542","25135","24745","24256","23662","23091","22452","21436","21372"
"77","72151","0500000US72151","Yabucoa Municipio, Puerto Rico",5341,0.139813618495203,0.132990036941677,0.1257269928156,0.110642260570963,0.0932307049732987,0.0755255162150431,"37874","37361","36844","36377","35732","35076","34363","33519","32254","32282"
"78","72153","0500000US72153","Yauco Municipio, Puerto Rico",3320,0.0910564164894156,0.0983261969637991,0.107808966342956,0.105172696022262,0.102131138298472,0.0951762029953032,"41828","41036","40249","39492","38535","37585","36654","35474","33853","33575"
